icao,lat,lon,name,country,type,tz
AYRG,-5.89722,141.27167,Rumginae Airport,PG,s,
AYRI,-6.49210,144.82300,Karimui Airport,PG,s,Pacific/Port_Moresby
AYRJ,-4.61239,143.24703,Mariama,PG,s,Pacific/Port_Moresby
AYRK,-8.81700,146.52438,Kairuku Airport,PG,s,Pacific/Port_Moresby
AYRL,-6.90150,146.36980,Maralina Airstrip,PG,s,Pacific/Port_Moresby
AYRM,-5.13000,143.48290,Maramuni Airport,PG,s,Pacific/Port_Moresby
AYRN,-6.91250,145.67310,Norambi Airstrip.,PG,s,Pacific/Port_Moresby
AYRO,-7.83467,146.53350,Kakoro(Koroko) Airstrip,PG,s,Pacific/Port_Moresby
AYRR,-6.68150,144.18420,Tiri Airstrip,PG,s,Pacific/Port_Moresby
AYRT,-4.28390,143.15120,Kirinbit Airstrip,PG,s,Pacific/Port_Moresby
AYRV,-4.36150,141.78500,May River Airstrip,PG,s,Pacific/Port_Moresby
AYRX,-9.89440,148.10690,Mount Boregoro Helicopter Landing  Site,PG,h,Pacific/Port_Moresby
AYSA,-6.10444,142.27833,Suabi Airport,PG,s,Pacific/Port_Moresby
AYSB,-7.21960,144.23520,Sirebi Airstrip,PG,s,Pacific/Port_Moresby
AYSD,-5.62714,146.46278,Saidor Airport,PG,s,Pacific/Port_Moresby
AYSE,-2.66222,151.99778,Simberi Airport,PG,s,Pacific/Port_Moresby
AYSF,-9.59447,148.63931,Safia Airport,PG,s,Pacific/Port_Moresby
AYSG,-9.07356,148.38925,Sila Airport,PG,s,Pacific/Port_Moresby
AYSH,-5.57650,155.04890,Sabah Airport,PG,s,Pacific/Bougainville
AYSI,-5.41220,141.82520,Seltamin Airstrip,PG,s,Pacific/Port_Moresby
AYSJ,-5.27861,144.54472,Simbai Airport,PG,s,Pacific/Port_Moresby
AYSK,-5.12583,144.32361,Sengapi Airstrip,PG,s,Pacific/Port_Moresby
AYSL,-9.96453,151.16186,Sehulea Airport,PG,s,
AYSM,-6.71930,143.93380,Samberigi Airstrip,PG,s,Pacific/Port_Moresby
AYSO,-5.31500,141.75200,Selbang Airport,PG,s,Pacific/Port_Moresby
AYSP,-6.07528,146.81111,Sapmanga Airport,PG,s,Pacific/Port_Moresby
AYSQ,-3.88210,143.67340,Sepik Plains Airport,PG,s,Pacific/Port_Moresby
AYSR,-3.96780,143.27630,Sangera Airstrip,PG,s,Pacific/Port_Moresby
AYSS,-7.62170,142.86800,Sasereme Airport,PG,s,Pacific/Port_Moresby
AYST,-8.15250,142.26844,Sturt Island Airport,PG,s,Pacific/Port_Moresby
AYSU,-8.04660,141.72220,Suki Airport,PG,s,Pacific/Port_Moresby
AYSV,-5.97010,148.85430,Sauren Airport,PG,s,Pacific/Port_Moresby
AYSW,-6.13956,147.27917,Satwag Airport,PG,s,Pacific/Port_Moresby
AYSX,-6.34500,147.59100,Masa Airport,PG,s,Pacific/Port_Moresby
AYSY,-2.97390,141.92970,Serra Airstrip,PG,s,Pacific/Port_Moresby
AYSZ,-6.45130,147.06730,Samanzing Airstrip,PG,s,Pacific/Port_Moresby
AYTA,-5.84500,142.94800,Tari Airport,PG,s,Pacific/Port_Moresby
AYTB,-5.28047,141.22758,Tabubil Airport,PG,s,
AYTC,-8.41880,142.90430,Tapila Airstrip,PG,s,Pacific/Port_Moresby
AYTD,-7.32050,144.63840,Teredau Airport,PG,s,Pacific/Port_Moresby
AYTE,-5.12608,141.64192,Telefomin Airport,PG,s,Pacific/Port_Moresby
AYTF,-9.15860,148.06860,Tetebedi Airport,PG,s,Pacific/Port_Moresby
AYTG,-11.33111,153.20292,Tagula Airport,PG,s,
AYTH,-5.11725,141.41808,Tifalmin Airport,PG,s,
AYTI,-8.35667,146.98917,Tapini Airport,PG,s,Pacific/Port_Moresby
AYTK,-4.34046,152.38001,Tokua Airport,PG,m,Pacific/Port_Moresby
AYTL,-6.37080,144.71670,Talbakul Airstrip,PG,s,Pacific/Port_Moresby
AYTM,-4.72460,144.15290,Tamo Airstrip,PG,s,Pacific/Port_Moresby
AYTN,-5.24367,142.16519,Tekin Airport,PG,s,Pacific/Port_Moresby
AYTO,-3.60056,141.05167,Kamberatoro Airport,PG,s,Asia/Jayapura
AYTP,-5.95530,146.55950,Tep Tep Airport,PG,s,Pacific/Port_Moresby
AYTQ,-5.85591,146.63841,Tapen Airstrip,PG,s,Pacific/Port_Moresby
AYTR,-6.46667,145.53222,Tarabo Airport,PG,s,Pacific/Port_Moresby
AYTS,-7.06950,146.12720,Tsewi Airport,PG,s,Pacific/Port_Moresby
AYTT,-5.61400,141.04210,Tarakbits Airport,PG,s,
AYTU,-9.07595,149.31984,Tufi Airport,PG,s,Pacific/Port_Moresby
AYTV,-4.19663,143.51922,Timbunke Airport,PG,s,Pacific/Port_Moresby
AYTW,-7.44630,146.10670,Tawa Airport,PG,s,Pacific/Port_Moresby
AYTX,-6.17454,146.39234,Matak Airstrip,PG,s,Pacific/Port_Moresby
AYTY,-8.16972,146.19444,Terapo Airport,PG,s,Pacific/Port_Moresby
AYTZ,-7.68080,146.55030,Tekadu Airport,PG,s,Pacific/Port_Moresby
AYUA,-3.38600,141.58680,Utai Airstrip,PG,s,Asia/Jayapura
AYUC,-7.02140,145.96600,Umba Airport,PG,s,Pacific/Port_Moresby
AYUD,-8.78190,147.27850,Kais-Udave Helicopter landing site,PG,h,Pacific/Port_Moresby
AYUE,-9.51620,148.55910,Uroubi Airport,PG,s,Pacific/Port_Moresby
AYUG,-3.63810,142.83790,Brugam Airstrip,PG,s,Pacific/Port_Moresby
AYUI,-6.72917,155.68333,Buin Airport,PG,s,Pacific/Bougainville
AYUJ,-8.25664,141.76513,Mukvi Airstrip,PG,s,Pacific/Port_Moresby
AYUK,-3.68560,142.36453,Mukili Airstrip,PG,s,Pacific/Port_Moresby
AYUL,-6.83850,142.89830,Musula Airstrip,PG,s,Pacific/Port_Moresby
AYUM,-5.73111,148.44528,Aumo Airport,PG,s,Pacific/Port_Moresby
AYUN,-4.65640,144.25170,Bunam Airstrip,PG,s,Pacific/Port_Moresby
AYUO,-6.36790,145.99020,Omaura Airstrip,PG,s,Pacific/Port_Moresby
AYUP,-5.28080,141.54110,Gulgubip Airport,PG,s,
AYUQ,-5.50780,144.11710,Kumbwareta Airstrip,PG,s,Pacific/Port_Moresby
AYUR,-8.54110,142.65030,Upiara Airport,PG,s,Pacific/Port_Moresby
AYUS,-8.36840,142.58620,Suame Airstrip,PG,s,Pacific/Port_Moresby
AYUT,-6.00500,146.72050,Bunguwat Airstrip,PG,s,Pacific/Port_Moresby
AYUV,-6.60250,145.83720,Tuvau Airstrip,PG,s,Pacific/Port_Moresby
AYUX,-6.98580,145.81020,Usarumpia Airstrip,PG,s,Pacific/Port_Moresby
AYUY,-5.37236,141.62389,Kuyol Airport,PG,s,
AYUZ,-6.01780,150.95570,Uvol Airport,PG,s,Pacific/Port_Moresby
AYVA,-7.76770,145.48570,Vailala Airstrip,PG,s,Pacific/Port_Moresby
AYVB,-6.40260,147.42230,Tobou Airstrip,PG,s,Pacific/Port_Moresby
AYVK,-3.77296,141.97906,Wokien Airstrip,PG,s,Pacific/Port_Moresby
AYVL,-5.27260,150.00890,Talasea Airport,PG,s,Pacific/Port_Moresby
AYVM,-4.01650,143.13290,Torembi Airport,PG,s,Pacific/Port_Moresby
AYVN,-2.69260,141.30280,Vanimo Airport,PG,m,Asia/Jayapura
AYVO,-6.65520,155.43260,Tonu Airport,PG,s,Pacific/Bougainville
AYVP,-6.65770,144.29740,Woposali Airstrip,PG,s,Pacific/Port_Moresby
AYVW,-1.73611,142.83667,Wuvulu Island Airport,PG,s,Pacific/Port_Moresby
AYVY,-4.46982,143.14852,Yembi Yembi Airstrip,PG,s,Pacific/Port_Moresby
AYWB,-6.98944,145.07511,Wabo Airport,PG,s,Pacific/Port_Moresby
AYWC,-6.13250,146.46778,Wantoat Airport,PG,s,Pacific/Port_Moresby
AYWD,-5.63529,143.89223,Wapenamanda Airport,PG,m,Pacific/Port_Moresby
AYWE,-5.74322,146.14841,Wangeto Airstrip,PG,s,Pacific/Port_Moresby
AYWF,-6.95230,142.65570,Wawoi Falls Airport,PG,s,Pacific/Port_Moresby
AYWG,-9.33750,149.15556,Wanigela Airport,PG,s,Pacific/Port_Moresby
AYWH,-4.89610,145.32130,Wanuma Airport,PG,s,Pacific/Port_Moresby
AYWJ,-9.33760,150.50930,Wapolu Airport,PG,s,
AYWK,-3.58383,143.66901,Wewak International Airport,PG,m,Pacific/Port_Moresby
AYWL,-6.34325,142.82540,Walagu Airstrip,PG,s,Pacific/Port_Moresby
AYWM,-3.29551,141.07267,Wasengla Airstrip,PG,s,Asia/Jayapura
AYWN,-3.81830,142.83500,Nugwaia Airstrip,PG,s,Pacific/Port_Moresby
AYWO,-6.79686,145.89194,Wonenara Airport,PG,s,Pacific/Port_Moresby
AYWQ,-5.86030,155.22230,Wakunai Airport,PG,s,Pacific/Bougainville
AYWS,-5.96171,147.19823,Wasu Airport,PG,s,Pacific/Port_Moresby
AYWT,-8.54583,147.25250,Woitape Airport,PG,s,Pacific/Port_Moresby
AYWU,-7.34556,146.71861,Wau Airport,PG,s,Pacific/Port_Moresby
AYWV,-4.01200,142.51000,Warasai Airstrip,PG,s,Pacific/Port_Moresby
AYWX,-4.40871,142.22699,Wario Airstrip,PG,s,Pacific/Port_Moresby
AYWY,-6.53685,143.19787,Waro Airstrip,PG,s,Pacific/Port_Moresby
AYXA,-7.16375,145.63369,Wiawia Airstrip,PG,s,Pacific/Port_Moresby
AYXB,-3.67530,142.01510,Buluwo Airstrip,PG,s,Pacific/Port_Moresby
AYXE,-7.54800,146.18800,Yeva Airport,PG,s,Pacific/Port_Moresby
AYXG,-6.39070,143.55650,Sugu Airstrip,PG,s,Pacific/Port_Moresby
AYXI,-7.75000,146.92730,Sim Airport,PG,s,Pacific/Port_Moresby
AYXO,-4.98083,152.00999,Tol Airport,PG,s,Pacific/Port_Moresby
AYXP,-8.78822,142.88200,Wipim Airport,PG,s,Pacific/Port_Moresby
AYXS,-5.13630,142.28400,Sisamin Airstrip,PG,s,Pacific/Port_Moresby
AYXW,-8.61840,141.13810,Weam Airport,PG,s,Asia/Jayapura
AYXY,-3.46250,141.95590,Yebil Airstrip,PG,s,Pacific/Port_Moresby
AYYA,-3.96734,141.19173,Yabru Airstrip,PG,s,Asia/Jayapura
AYYC,-4.01767,143.21740,Yagiap Airstrip,PG,s,Pacific/Port_Moresby
AYYD,-5.09490,142.38460,Yatoam Airstrip,PG,s,Pacific/Port_Moresby
AYYE,-6.09000,147.01170,Yalumet Airport,PG,s,Pacific/Port_Moresby
AYYG,-3.96700,142.29120,Yemin Airstrip,PG,s,Pacific/Port_Moresby
AYYI,-3.53220,142.16450,Yili Airstrip,PG,s,Pacific/Port_Moresby
AYYJ,-3.45740,142.54000,Yanungen Airstrip,PG,s,Pacific/Port_Moresby
AYYK,-5.10972,143.91767,Yenkis(Yankisa) Airport,PG,s,Pacific/Port_Moresby
AYYL,-4.09490,143.38380,Tinboli Airport,PG,s,Pacific/Port_Moresby
AYYM,-4.85594,141.22017,Munbil Airport,PG,s,
AYYN,-5.14410,144.59560,Yimnalem Airstrip,PG,s,Pacific/Port_Moresby
AYYO,-9.63292,148.04806,Oram Airport,PG,s,Pacific/Port_Moresby
AYYP,-4.62806,141.09417,Yapsiei Airport,PG,s,
AYYQ,-3.58500,142.62850,Yagrombok Airstrip,PG,s,Pacific/Port_Moresby
AYYR,-6.60150,146.18130,Yasuru Airport,PG,s,Pacific/Port_Moresby
AYYT,-6.72930,144.30300,Mount Tauwa Airstrip,PG,s,Pacific/Port_Moresby
AYYU,-4.79120,144.31130,Mui Airstrip,PG,s,Pacific/Port_Moresby
AYYV,-4.10030,142.13510,Yawa Airstrip,PG,s,Pacific/Port_Moresby
AYYW,-6.13390,146.84380,Yawan Airstrip,PG,s,Pacific/Port_Moresby
AYYZ,-4.99535,143.96143,Yambaitok,PG,s,Pacific/Port_Moresby
AYZA,-6.95222,146.61625,Zenag Airport,PG,s,Pacific/Port_Moresby
AYZB,-3.44580,142.50100,Sibilanga Airstrip,PG,s,Pacific/Port_Moresby
AYZI,-4.52989,153.05444,Silur Airport,PG,s,Pacific/Port_Moresby
AYZM,-6.04910,149.33700,Wasum Airport,PG,s,Pacific/Port_Moresby
AYZN,-2.99944,142.04450,Sissano Airport,PG,s,Pacific/Port_Moresby
AYZQ,-6.78870,144.15930,Sopise Airstrip,PG,s,Pacific/Port_Moresby
AYZS,-2.91556,141.29731,Ossima Airport,PG,s,Asia/Jayapura
AYZU,-4.26840,142.12730,Oum Airstrip,PG,s,Pacific/Port_Moresby
AYZW,-4.06100,141.41970,Siawi Airstrip,PG,s,Asia/Jayapura
AYZY,-3.92920,142.20450,Yilui Airstrip,PG,s,Pacific/Port_Moresby
AYZZ,-6.30880,146.55680,Zuebak Airstrip,PG,s,Pacific/Port_Moresby
BGAA,68.72180,-52.78470,Aasiaat Airport,GL,m,
BGAG,72.88703,-55.59629,Aappilattoq Heliport,GL,h,
BGAM,65.61230,-37.61834,Tasiilaq Heliport,GL,h,
BGAP,60.46445,-45.56917,Alluitsup Paa Heliport,GL,h,
BGAQ,60.14836,-44.28692,Aappilattoq Heliport,GL,h,
BGAR,61.17683,-48.41970,Arsuk Heliport,GL,h,
BGAS,60.59738,-45.38244,Ammassivik Heliport,GL,h,
BGAT,67.94066,-53.62187,Attu Heliport,GL,h,
BGBW,61.15958,-45.42469,Narsarsuaq Airport,GL,h,
BGCH,68.82282,-51.17345,Qasigiannguit Heliport,GL,h,
BGCO,70.74310,-22.65050,Neerlerit Inaat Airport,GL,m,
BGDB,74.29788,-20.22995,Daneborg Heliport,GL,h,
BGDH,76.76667,-18.66667,Danmarkshavn Landing Strip,GL,s,
BGET,60.61972,-45.91406,Eqalugaarsuit Heliport,GL,h,
BGFD,60.00469,-44.65693,Narsarmijit Heliport,GL,h,
BGGD,61.22896,-48.09698,Kangilinnguit Heliport,GL,h,
BGGH,64.19107,-51.67914,Nuuk International Airport,GL,l,America/Nuuk
BGGN,69.25118,-53.51488,Qeqertarsuaq Heliport,GL,h,
BGIA,70.49814,-51.30308,Ikerasak Heliport,GL,h,
BGIG,68.14583,-53.16916,Iginniarfik Heliport,GL,h,
BGIK,68.14088,-53.44146,Ikerassaarsuk Heliport,GL,h,
BGIL,69.08092,-51.11431,Ilimanaq Heliport,GL,h,
BGIN,73.19989,-56.01082,Innarsuit Heliport,GL,h,
BGIS,65.54779,-38.97655,Isortoq Heliport,GL,h,
BGIT,68.63425,-51.83226,Ikamiut Heliport,GL,h,
BGJN,69.24320,-51.05710,Ilulissat Airport,GL,m,
BGKA,68.31266,-53.46021,Kangaatsiaq Heliport,GL,h,
BGKK,65.57360,-37.12360,Kulusuk Airport,GL,m,
BGKL,72.15274,-55.53099,Upernavik Kujalleq Heliport,GL,h,
BGKM,65.86393,-36.99792,Kuummiut Heliport,GL,h,
BGKQ,74.57805,-57.22683,Kullorsuaq Heliport,GL,h,
BGKS,72.38109,-55.53659,Kangersuatsiaq Heliport,GL,h,
BGKT,68.85793,-53.12329,Kitsissuarsuit Heliport,GL,h,
BGLL,71.24194,-53.56288,Illorsuit Heliport,GL,h,
BGMI,81.60129,-16.67931,Station Nord Landing Strip,GL,s,
BGMQ,65.41250,-52.93940,Maniitsoq Airport,GL,s,America/Nuuk
BGMV,72.23690,-23.93190,Mestersvig Airport,GL,s,
BGNK,68.23638,-52.85215,Niaqornaarsuk Heliport,GL,h,
BGNL,60.35724,-44.82796,Nalunaq Heliport,GL,h,
BGNN,60.14188,-45.23298,Nanortalik Heliport,GL,h,
BGNO,81.69784,-17.80884,Station Nord Heliport,GL,h,
BGNQ,71.53877,-53.20504,Nuugaatsiaq Heliport,GL,h,
BGNS,60.91728,-46.05992,Narsaq Heliport,GL,h,
BGNT,70.78938,-53.66295,Niaqornat Heliport,GL,h,
BGNU,74.10985,-57.06504,Nuussuaq Heliport,GL,h,
BGPC,60.05722,-43.15972,Ikerasassuaq Heliport,GL,h,
BGPT,62.01474,-49.67094,Paamiut Airport,GL,s,
BGQE,69.99586,-51.30092,Qeqertaq Heliport,GL,h,
BGQO,60.76383,-46.06500,Qaqortoq Airport,GL,m,
BGQQ,77.48860,-69.38870,Qaanaaq Airport,GL,m,
BGQT,60.78096,-47.15625,Qassimiut Heliport,GL,h,
BGSC,70.48823,-21.97168,Ittoqqortoormiit Heliport,GL,h,
BGSF,67.01045,-50.71529,Kangerlussuaq International Airport,GL,m,
BGSG,65.90592,-36.37825,Sermiligaaq Heliport,GL,h,
BGSI,77.78652,-70.63866,Siorapaluk Heliport,GL,h,
BGSO,60.53778,-46.02472,Saarloq Heliport,GL,h,
BGSQ,70.01145,-51.93214,Saqqaq Heliport,GL,h,
BGSS,66.95130,-53.72930,Sisimiut Airport,GL,m,
BGST,70.81117,-51.63129,Saattut Heliport,GL,h,
BGSV,76.01861,-65.11768,Savissivik Heliport,GL,h,
BGTA,73.37305,-56.06028,Tasiusaq Heliport,GL,h,
BGTL,76.53063,-68.70054,Pituffik Space Base,GL,m,
BGTN,65.89203,-37.78341,Tiniteqilaaq Heliport,GL,h,
BGTQ,60.19430,-44.81345,Tasiusaq Heliport,GL,h,
BGUK,72.79020,-56.13060,Upernavik Airport,GL,s,
BGUM,70.68043,-52.11163,Uummannaq Heliport,GL,h,
BGUQ,70.73420,-52.69620,Qaarsut Airport,GL,s,
BGUT,71.04944,-51.89002,Ukkusissat Heliport,GL,h,
BIAE,65.90470,-22.36330,Arngerðareyri Airport,IS,s,Atlantic/Reykjavik
BIAL,63.53979,-18.44374,Álftaver Airport,IS,s,
BIAR,65.65657,-18.07202,Akureyri International Airport,IS,l,Atlantic/Reykjavik
BIBA,63.55610,-20.13750,Bakki Airport,IS,s,Atlantic/Reykjavik
BIBD,65.64130,-23.54620,Bildudalur Airport,IS,m,Atlantic/Reykjavik
BIBF,65.51677,-13.81578,Borgarfjörður eystri Airport,IS,s,
BIBI,66.09784,-22.56971,Baeir Airport,IS,s,Atlantic/Reykjavik
BIBL,65.64500,-20.28750,Blönduós Airport,IS,s,Atlantic/Reykjavik
BIBR,65.07458,-21.80219,Búðardalur Airport,IS,s,Atlantic/Reykjavik
BIBV,64.79004,-14.04393,Breiðdalsvík Airport,IS,s,
BIDV,64.64237,-14.27730,Djúpivogur Airport,IS,s,
BIEG,65.28330,-14.40140,Egilsstaðir Airport,IS,m,
BIFL,64.14459,-20.32707,Flúðir Airport,IS,s,Atlantic/Reykjavik
BIFM,63.87470,-16.64110,Fagurhólsmýri Airport,IS,s,Atlantic/Reykjavik
BIFZ,63.84816,-20.71627,Forsæti Airport,IS,s,Atlantic/Reykjavik
BIGF,64.99140,-23.22470,Grundarfjörður Airport,IS,s,Atlantic/Reykjavik
BIGH,63.85330,-20.26280,Gunnarsholt Airport,IS,s,Atlantic/Reykjavik
BIGJ,65.99530,-21.32690,Gjögur Airport,IS,s,Atlantic/Reykjavik
BIGR,66.54580,-18.01730,Grímsey Airport,IS,m,Atlantic/Reykjavik
BIGS,65.63339,-16.15418,Grímsstaðir Airport,IS,s,Atlantic/Reykjavik
BIHE,65.19090,-16.20490,Herðubreiðarlindir Airport,IS,s,Atlantic/Reykjavik
BIHI,64.88610,-19.49250,Hveravellir Airport,IS,s,Atlantic/Reykjavik
BIHK,65.70470,-21.69640,Hólmavík Airport,IS,s,Atlantic/Reykjavik
BIHL,63.83580,-20.37750,Hella Airport,IS,s,Atlantic/Reykjavik
BIHN,64.29560,-15.22720,Hornafjörður Airport,IS,m,
BIHR,63.75274,-20.25089,Hvolsvöllur Airport,IS,s,Atlantic/Reykjavik
BIHS,65.75716,-23.46140,Hrafnseyri Airport,IS,s,Atlantic/Reykjavik
BIHU,65.95230,-17.42600,Húsavík Airport,IS,m,Atlantic/Reykjavik
BIHV,65.27024,-20.84870,Krókstaðarmelar Airport,IS,s,Atlantic/Reykjavik
BIHY,65.98920,-18.39412,Hrísey Airport,IS,s,Atlantic/Reykjavik
BIHZ,64.69977,-20.89216,Húsafell Airport,IS,s,Atlantic/Reykjavik
BIIS,66.05810,-23.13530,Ísafjörður Airport,IS,m,Atlantic/Reykjavik
BIKA,64.77890,-22.25690,Kaldármelar Airport,IS,s,Atlantic/Reykjavik
BIKE,64.70500,-19.41060,Kerlingafjöll Airport,IS,s,Atlantic/Reykjavik
BIKF,63.98500,-22.60560,Keflavik International Airport,IS,l,Atlantic/Reykjavik
BIKJ,65.46700,-21.95000,Kroksfjard-Arnes Airport,IS,s,Atlantic/Reykjavik
BIKL,63.79286,-18.00353,Kirkjubæjarklaustur Airport,IS,s,Atlantic/Reykjavik
BIKP,66.31080,-16.46670,Kópasker Airport,IS,s,Atlantic/Reykjavik
BIKR,65.73170,-19.57280,Sauðárkrókur Airport,IS,s,Atlantic/Reykjavik
BIMK,63.71410,-19.88121,Múlakot Airport,IS,s,Atlantic/Reykjavik
BIMM,65.48266,-18.17011,Melgerðismelar Airport,IS,s,Atlantic/Reykjavik
BIMS,64.18175,-21.70610,Tungubakkar Airport,IS,s,Atlantic/Reykjavik
BIND,64.71957,-18.06703,Nýjidalur Airport,IS,s,Atlantic/Reykjavik
BINF,65.13190,-13.74640,Norðfjörður Airport,IS,s,
BIRE,65.45263,-22.20612,Reykhólar Airport,IS,s,Atlantic/Reykjavik
BIRF,64.91138,-23.81820,Rif Airport,IS,s,Atlantic/Reykjavik
BIRG,66.40640,-15.91830,Raufarhöfn Airport,IS,s,
BIRK,64.12873,-21.93759,Reykjavík Domestic Airport,IS,m,Atlantic/Reykjavik
BIRL,65.65580,-16.91810,Mývatn Airport,IS,m,Atlantic/Reykjavik
BIRS,65.91420,-22.42140,Reykjanes Airport,IS,s,Atlantic/Reykjavik
BISA,65.13440,-19.66310,Sandá Airport,IS,s,Atlantic/Reykjavik
BISF,63.92920,-21.03780,Selfoss Airport,IS,s,Atlantic/Reykjavik
BISG,64.16547,-15.91334,Steinasandur Airport,IS,s,
BISH,65.40000,-21.93300,Stora-Holt Airport,IS,s,Atlantic/Reykjavik
BISI,66.13785,-18.90816,Siglufjörður Airport,IS,m,Atlantic/Reykjavik
BISK,63.51768,-19.49250,Skógasandur Airport,IS,s,
BISL,63.99948,-16.94116,Skaftafell Airport,IS,s,Atlantic/Reykjavik
BISN,64.38472,-15.37194,Svínafell Airport,IS,s,
BISP,64.65420,-18.49690,Sprengisandur Airport,IS,s,Atlantic/Reykjavik
BISR,64.63263,-21.49086,Stórikroppur Airport,IS,s,Atlantic/Reykjavik
BISS,64.06080,-21.57470,Sandskeið Airport,IS,s,Atlantic/Reykjavik
BIST,65.05885,-22.76462,Stykkishólmur Airport,IS,s,Atlantic/Reykjavik
BISV,64.11530,-18.78515,Skálavatn Airport,IS,s,Atlantic/Reykjavik
BITE,65.87030,-23.56000,Þingeyri Airport,IS,s,Atlantic/Reykjavik
BITM,63.69000,-19.56310,Þórsmörk Airport,IS,s,Atlantic/Reykjavik
BITN,66.21846,-15.33474,Þórshöfn Airport,IS,s,
BITO,64.35437,-18.83651,Thorisos Airport,IS,s,Atlantic/Reykjavik
BIVA,64.03310,-20.65110,Vatnsnes Airport,IS,s,Atlantic/Reykjavik
BIVH,65.55695,-19.42806,Varmahlid Airport,IS,s,Atlantic/Reykjavik
BIVI,63.42170,-18.88830,Vík Airport,IS,s,
BIVM,63.42430,-20.27890,Vestmannaeyjar Airport,IS,m,Atlantic/Reykjavik
BIVO,65.72060,-14.85060,Vopnafjörður Airport,IS,m,
BKPR,42.57280,21.03580,Priština Adem Jashari International Airport,XK,l,Europe/Belgrade
BKVR,42.51373,21.53451,Vali Ranch Heliport,XK,h,Europe/Belgrade
BUTL,34.96970,-91.83117,Smith Field,US,s,America/Chicago
CBBC,52.18500,-128.15699,Bella Bella (Campbell Island) Airport,CA,m,
CHQE,44.64596,-63.58662,Queen Elizabeth II Health Science Centre Helipad,CA,h,America/Halifax
CMBH,48.83280,-123.50500,Mount Belcher Heliport,CA,h,America/Vancouver
CRHA,53.82257,-126.17296,Streatham Reef Hueston Airfield,CA,s,
CRML,42.29560,-82.53500,Stoney Point (Le Cunff) Airport,CA,s,America/Toronto
CWCV,49.59225,-126.61638,Nootka Lightstation Helipad,CA,h,America/Vancouver
CWFM,50.33310,-125.44526,Chatham Point Light Station Helipad,CA,h,America/Vancouver
CWIF,50.44169,-128.03147,Quatsino Light Station Helipad,CA,h,
CWJC,61.13333,-100.90000,Ennadai Lake Airport,CA,s,
CWOB,63.32545,-64.15443,Brevoort Island Airstrip,CA,s,
CWZM,52.64373,-128.52459,Boat Bluff Lighthouse Helipad,CA,h,America/Vancouver
CYAB,73.00610,-85.04616,Arctic Bay Airport,CA,s,
CYAC,51.72720,-91.82440,Cat Lake Airport,CA,s,
CYAD,53.57170,-76.19640,La Grande-3 Airport,CA,s,
CYAG,48.65575,-93.44349,Fort Frances Municipal Airport,CA,m,America/Winnipeg
CYAH,53.75470,-73.67530,La Grande-4 Airport,CA,m,
CYAL,50.58220,-126.91600,Alert Bay Airport,CA,s,America/Vancouver
CYAM,46.48322,-84.50847,Sault Ste Marie Airport,CA,m,America/Toronto
CYAQ,53.52470,-88.64280,Kasabonika Airport,CA,m,
CYAS,60.02720,-69.99920,Kangirsuk Airport,CA,s,
CYAT,52.92750,-82.43190,Attawapiskat Airport,CA,s,
CYAU,44.23030,-64.85610,Liverpool South Shore Regional Airport,CA,s,America/Halifax
CYAV,50.05640,-97.03250,Winnipeg / St. Andrews Airport,CA,m,America/Winnipeg
CYAW,44.63678,-63.50211,CFB Shearwater Heliport,CA,h,America/Halifax
CYAX,50.29440,-96.01000,Lac du Bonnet Airport,CA,m,America/Winnipeg
CYAY,51.39191,-56.08321,St. Anthony Airport,CA,m,
CYAZ,49.07983,-125.77558,Tofino / Long Beach Airport,CA,m,America/Vancouver
CYBA,51.20822,-115.54062,Banff Airport,CA,s,America/Edmonton
CYBB,68.53571,-89.80551,Kugaaruk Airport,CA,s,
CYBC,49.13250,-68.20440,Baie-Comeau Airport,CA,m,America/Toronto
CYBD,52.38750,-126.59600,Bella Coola Airport,CA,m,
CYBE,59.56140,-108.48100,Uranium City Airport,CA,s,
CYBF,54.30420,-110.74400,Bonnyville Airport,CA,m,America/Edmonton
CYBG,48.33012,-70.99201,Saguenay-Bagotville Airport,CA,m,America/Toronto
CYBK,64.29890,-96.07780,Baker Lake Airport,CA,m,
CYBL,49.95080,-125.27100,Campbell River Airport,CA,m,America/Vancouver
CYBN,44.27170,-79.91250,CFB Borden Heliport,CA,h,America/Toronto
CYBP,50.63360,-111.92600,Brooks Regional Airport,CA,s,America/Edmonton
CYBQ,58.70631,-98.51106,Tadoule Lake Airport,CA,s,
CYBR,49.91000,-99.95190,Brandon Municipal Airport,CA,m,America/Winnipeg
CYBT,57.88940,-101.67900,Brochet Airport,CA,s,
CYBU,53.33250,-104.00800,Nipawin Airport,CA,m,America/Regina
CYBV,52.35890,-97.01830,Berens River Airport,CA,s,
CYBW,51.10398,-114.36938,Calgary / Springbank Airport,CA,m,America/Edmonton
CYBX,51.44360,-57.18530,Lourdes-de-Blanc-Sablon Airport,CA,m,
CYCA,53.68250,-57.04230,Cartwright Airport,CA,s,
CYCB,69.10810,-105.13800,Cambridge Bay Airport,CA,m,
CYCC,45.09264,-74.56772,Cornwall Regional Airport,CA,m,America/Toronto
CYCD,49.05497,-123.86986,Nanaimo Airport,CA,m,America/Vancouver
CYCE,43.28560,-81.50830,Centralia / James T. Field Memorial Aerodrome,CA,m,America/Toronto
CYCG,49.29640,-117.63200,Castlegar/West Kootenay Regional Airport,CA,m,America/Edmonton
